date,station,invariant,lag_star,rho_at_peak,corr_at_lag,pval,peak_align,pval_adj,significant
2024-05-10,LMKS,shannon_entropy,-86,0.08755018062493491,0.08958930232457903,0.0,73,0.0,True
2024-05-10,LMKS,lepel_ziv,287,0.06831805261343554,0.07702320992858845,0.0,99,0.0,True
2024-05-10,LMKS,dfa,-155,-0.07273797221492664,-0.07720890564949359,0.001,91,0.0015714285714285715,True
2024-05-10,LMKS,hurst,-296,-0.07742720780412805,-0.08587021216507501,0.0,47,0.0,True
2024-05-10,LMKS,mfhurst_b,-281,-0.07660871203843342,-0.08390710113820471,0.0,57,0.0,True
2024-05-10,LMKS,higuchi_fd,-306,-0.08733401928673476,-0.09738761251130247,0.0,-3,0.0,True
2024-05-10,LMKS,katz_fd,-65,-0.07367442098041337,-0.07502487642899963,0.0,65,0.0,True
2024-05-10,LMKS,petrosian_fd,51,-0.061095178030403124,-0.06237880894665709,0.006,57,0.006,True
2024-05-10,LMKS,corr_dim,-17,0.10276118668732998,0.10310413976945623,0.0,117,0.0,True
2024-05-10,LMKS,entropy,56,0.10402706320948417,0.10577053807450044,0.0,55,0.0,True
2024-05-10,MWSN,permutation_entropy,-10,-0.0727225014264495,-0.07306406384813273,0.001,29,0.0015714285714285715,True
2024-05-10,MWSN,sampen,149,0.060619520532589705,0.06425159694019562,0.002,64,0.0024444444444444444,True
2024-05-10,MWSN,app_entropy,23,-0.0648093385875293,-0.0651776356769519,0.001,-56,0.0011,True
2024-05-10,MWSN,spectral_entropy,81,0.05571412722492621,0.05721849947743416,0.006,-78,0.007333333333333333,True
2024-05-10,MWSN,shannon_entropy,201,0.06370715590402366,0.06852863757911401,0.0,123,0.0,True
2024-05-10,MWSN,lepel_ziv,-198,-0.06917911738206652,-0.07537591968216364,0.0,-9,0.0,True
2024-05-10,MWSN,dfa,-133,0.06255918667386987,0.06777324724218023,0.001,53,0.0015714285714285715,True
2024-05-10,MWSN,hurst,72,-0.07785834633231384,-0.08050734123481362,0.0,121,0.0,True
2024-05-10,MWSN,mfhurst_b,134,-0.061583211741272396,-0.0643788031772843,0.0,-105,0.0,True
2024-05-10,MWSN,higuchi_fd,57,0.056535013843878754,0.057597681453065555,0.005,-85,0.005,True
2024-05-10,MWSN,katz_fd,-261,0.06438050531039231,0.07368650323150092,0.0,-58,0.0,True
2024-05-10,MWSN,petrosian_fd,3,-0.06013615398008497,-0.06025109598704951,0.003,20,0.0036666666666666666,True
2024-05-10,MWSN,corr_dim,-210,0.06505854274565114,0.0702547454255531,0.0,114,0.0,True
2024-05-10,MWSN,entropy,-197,0.07414346691247084,0.07678365778824574,0.0,-53,0.0,True
2024-05-10,SOPB,permutation_entropy,203,0.0743843504724564,0.08088224972145287,0.002,122,0.0024444444444444444,True
2024-05-10,SOPB,sampen,348,-0.0875528125134092,-0.09950996358063782,0.001,76,0.001375,True
2024-05-10,SOPB,app_entropy,291,-0.08544306769696937,-0.09469089692073558,0.0,56,0.0,True
2024-05-10,SOPB,spectral_entropy,-130,0.09430967357752161,0.09698138338134654,0.001,85,0.0022,True
2024-05-10,SOPB,shannon_entropy,188,-0.07652360474862711,-0.08142228108124434,0.0,53,0.0,True
2024-05-10,SOPB,lepel_ziv,-57,0.08665357946617301,0.0888149858313516,0.0,176,0.0,True
2024-05-10,SOPB,dfa,-142,0.058525605095075255,0.061879221787787826,0.007,72,0.007,True
2024-05-10,SOPB,hurst,-206,-0.07895233541407097,-0.08364221066917657,0.0,219,0.0,True
2024-05-10,SOPB,mfhurst_b,-20,0.09608038055302542,0.09643175700996881,0.0,182,0.0,True
2024-05-10,SOPB,higuchi_fd,265,0.08005121039602316,0.0872319191713493,0.002,75,0.0024444444444444444,True
2024-05-10,SOPB,katz_fd,-65,-0.09999290784323601,-0.10199908609724258,0.0,258,0.0,True
2024-05-10,SOPB,petrosian_fd,128,-0.08734629078828922,-0.09157312813553777,0.0,122,0.0,True
2024-05-10,SOPB,corr_dim,-214,0.10058821214899515,0.11105155359135341,0.0,221,0.0,True
2024-05-10,SOPB,entropy,-121,0.10973550585738383,0.11178992137623577,0.0,121,0.0,True
