datetime,value,window_shape,entropy,sampen,permutation_entropy,shannon_entropy,spectral_entropy,app_entropy,hurst,dfa,mfhurst_b,higuchi_fd,katz_fd,petrosian_fd,lepel_ziv,lyap_r,corr_dim
2024-05-10 00:00:00,280.876,65,4.174322413803885,inf,2.5218190691809257,1.9908256131784636,0.8954185282963333,0.27851346976271874,0.5812164772895673,0.8585578800592597,-0.021930032812426534,2.0843629190828854,4.04108361572571,1.0543309902058389,35,0.029474850270226727,0.7549472589016611
2024-05-10 00:01:00,276.011,66,4.189590858706956,inf,2.5229921769026085,1.9815529999092214,0.8960224183978878,0.2742305351682637,0.5767614494606311,0.8741382195868717,-0.021073991517807696,2.084982943623792,4.0170199572939085,1.0546405474261298,35,0.03858542650636598,0.7955255655679523
2024-05-10 00:02:00,275.583,67,4.204628273559369,inf,2.5158271708114506,1.9845601377523545,0.8947296865692372,0.2700773295476191,0.5767614494606311,1.0369851385862336,-0.024002662620264698,2.0788093903613567,4.041731812732303,1.053663849977479,35,0.041819182692637964,0.8414163038212594
2024-05-10 00:03:00,279.654,68,4.219444154733633,inf,2.510673941033808,1.984217911004027,0.8986777328031689,0.26604804667687754,0.5767614494606311,1.0384177085323623,-0.01979326868918675,2.0776416423951516,4.080753488403142,1.0539684032248113,36,0.0423161360212233,0.7530214012528615
2024-05-10 00:04:00,272.327,69,4.234042827424092,inf,2.5109946535462764,1.9857123761003217,0.894785854036596,0.26213722172625475,0.5767614494606311,0.8794062790468016,-0.016783067999108073,2.0712386072158497,4.1117729862477415,1.0542584600619707,36,-0.005521182326075117,0.7280325444550944
2024-05-10 00:05:00,282.082,70,4.248432186024579,inf,2.523741614439362,1.9830491468641784,0.8912067742210971,0.2784309291570324,0.5877995398757188,0.8737259407200394,-0.010600302281865573,2.0653543977053417,4.092655962079197,1.0545348103651389,37,-0.002327916214724907,0.7986333068021055
2024-05-10 00:06:00,280.194,71,4.2626173164777414,inf,2.5284809878065846,1.9819443314947771,0.894912638451944,0.27445485214639476,0.5877995398757188,1.2428974638986354,-0.008543990881848386,2.0559781511417015,4.110835024188161,1.0536184727970155,37,-0.003291941187154118,0.7547922314189816
2024-05-10 00:07:00,282.3,72,4.276604121338774,inf,2.5333836555887936,1.978642708136219,0.8925509276472245,0.2860641475511865,0.48175882339034215,1.2434985232193163,-0.006678069771198406,2.048315205218809,4.129896889985658,1.0538911889794216,37,0.006308938407453713,0.8060148337218779
2024-05-10 00:08:00,276.626,73,4.290398247191894,inf,2.5432475302014583,1.9767646825179512,0.8945386214338897,0.28209241858863265,0.585595731955952,1.2234502394218323,-0.001960427425936555,2.0487701140684274,4.127427776699398,1.0541515602155618,38,-0.002023916749480821,0.8402155132152188
2024-05-10 00:09:00,278.405,74,4.304004030582625,inf,2.546370311210847,1.9777063484212427,0.8856740920557741,0.29327894977493774,0.585595731955952,1.2223008482497586,-0.0024149179756918497,2.0435458092047076,4.140381783443498,1.0544002231603553,38,0.006155173053514136,0.9150230481200234
2024-05-10 00:10:00,276.456,75,4.317427084742203,inf,2.540745024661917,1.977467524405934,0.8930090963121832,0.30805070213815444,0.5571777607979134,1.2364375262107183,-0.0005711969842262492,2.040114523219658,4.103055742187853,1.0535379910432927,38,0.04215100005405169,0.8039721227145044
