date,station,onset_idx,onset_time,invariant,lag_idx,lag_time,lag_star,corr_at_lag,pval,pval_adj,significant
2024-05-10,APTY,1292,2024-05-10 22:37:00,entropy,1272,2024-05-10 22:17:00,-0.3333333333333333,-0.02501136259760733,0.185,0.498,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,permutation_entropy,481,2024-05-10 09:06:00,-9.216666666666667,-0.004645176272986274,0.439,0.484,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,sampen,423,2024-05-10 08:08:00,-10.183333333333334,0.010308384806997955,0.339,0.5203,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,app_entropy,599,2024-05-10 11:04:00,-7.25,0.0030958655021012527,0.45,0.45,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,spectral_entropy,1146,2024-05-10 20:11:00,1.8666666666666667,-0.005030316743280659,0.456,0.488,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,shannon_entropy,599,2024-05-10 11:04:00,-7.25,0.06817580804933564,0.009,0.055,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,lepel_ziv,749,2024-05-10 13:34:00,-4.75,-0.016744710862674355,0.291,0.4455,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,dfa,0,2024-05-10 01:05:00,-17.233333333333334,-0.00879148675675011,0.35,0.4277777777777777,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,hurst,129,2024-05-10 03:14:00,-15.083333333333334,-0.015156248793102687,0.278,0.49,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,mfhurst_b,981,2024-05-10 17:26:00,-0.8833333333333333,-0.0856676204403924,0.002,0.022,True
2024-05-10,CALG,1034,2024-05-10 18:19:00,higuchi_fd,631,2024-05-10 11:36:00,-6.716666666666667,0.06362887966611065,0.012,0.132,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,katz_fd,0,2024-05-10 01:05:00,-17.233333333333334,0.04343538202980107,0.034,0.31239999999999996,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,petrosian_fd,596,2024-05-10 11:01:00,-7.3,-0.032148004555830265,0.135,0.5038,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,corr_dim,249,2024-05-10 05:14:00,-13.083333333333334,-0.03037927276574517,0.137,0.2511666666666667,False
2024-05-10,CALG,1034,2024-05-10 18:19:00,entropy,1252,2024-05-10 21:57:00,3.6333333333333333,-0.01130225233680953,0.358,0.498,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,permutation_entropy,724,2024-05-10 13:09:00,12.0,-0.0013622862435541112,0.449,0.484,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,sampen,317,2024-05-10 06:22:00,5.216666666666667,-0.018859148623442717,0.198,0.43560000000000004,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,app_entropy,855,2024-05-10 15:20:00,14.183333333333334,-0.004043913191118315,0.398,0.45,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,spectral_entropy,70,2024-05-10 02:15:00,1.1,-0.00970042819600411,0.256,0.4635714285714286,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,shannon_entropy,111,2024-05-10 02:56:00,1.7833333333333334,0.0026538262057751692,0.488,0.488,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,lepel_ziv,99,2024-05-10 02:44:00,1.5833333333333333,0.016721176782026306,0.233,0.4455,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,dfa,80,2024-05-10 02:25:00,1.2666666666666666,-0.019244049097492243,0.194,0.36300000000000004,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,hurst,497,2024-05-10 09:22:00,8.216666666666667,0.026505159761426197,0.16,0.49,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,mfhurst_b,58,2024-05-10 02:03:00,0.9,0.024365060710232672,0.137,0.43670000000000003,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,higuchi_fd,156,2024-05-10 03:41:00,2.533333333333333,-0.028178513148095777,0.106,0.3135,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,katz_fd,161,2024-05-10 03:46:00,2.6166666666666667,0.01928589513881076,0.219,0.34414285714285714,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,petrosian_fd,253,2024-05-10 05:18:00,4.15,-0.02101869141492664,0.166,0.5038,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,corr_dim,326,2024-05-10 06:31:00,5.366666666666666,-0.008218981919043442,0.375,0.41250000000000003,False
2024-05-10,DOMB,4,2024-05-10 01:09:00,entropy,1171,2024-05-10 20:36:00,19.45,0.022813569197620797,0.184,0.498,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,permutation_entropy,754,2024-05-10 13:39:00,11.766666666666667,-0.026676851913355552,0.13,0.4565,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,sampen,285,2024-05-10 05:50:00,3.95,-0.022874056991387236,0.15,0.4125,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,app_entropy,184,2024-05-10 04:09:00,2.2666666666666666,0.015539642962595622,0.234,0.45,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,spectral_entropy,1042,2024-05-10 18:27:00,16.566666666666666,-0.0279817644385531,0.063,0.4635714285714286,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,shannon_entropy,96,2024-05-10 02:41:00,0.8,-0.01700009650488356,0.22,0.45728571428571424,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,lepel_ziv,208,2024-05-10 04:33:00,2.6666666666666665,-0.03716474151036588,0.061,0.4455,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,dfa,2,2024-05-10 01:07:00,-0.7666666666666667,-0.02550948079115382,0.117,0.36300000000000004,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,hurst,177,2024-05-10 04:02:00,2.15,-0.0012701727976110232,0.49,0.49,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,mfhurst_b,196,2024-05-10 04:21:00,2.466666666666667,0.00631802255602946,0.371,0.43670000000000003,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,higuchi_fd,118,2024-05-10 03:03:00,1.1666666666666667,0.02590838583034979,0.114,0.3135,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,katz_fd,88,2024-05-10 02:33:00,0.6666666666666666,-0.02464906421675133,0.142,0.31239999999999996,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,petrosian_fd,9,2024-05-10 01:14:00,-0.65,0.03307723560605371,0.048,0.5038,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,corr_dim,138,2024-05-10 03:23:00,1.5,-0.03344778584265792,0.064,0.2346666666666667,False
2024-05-10,DOMC,48,2024-05-10 01:53:00,entropy,94,2024-05-10 02:39:00,0.7666666666666667,-0.0015140293359211406,0.498,0.498,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,permutation_entropy,662,2024-05-10 12:10:00,-9.616666666666667,0.0020596770132682114,0.471,0.484,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,sampen,215,2024-05-10 04:43:00,-17.066666666666666,0.03700993886497778,0.067,0.3685,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,app_entropy,193,2024-05-10 04:21:00,-17.433333333333334,0.0442259898396041,0.027,0.2915,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,spectral_entropy,1256,2024-05-10 22:04:00,0.2833333333333333,-0.01607742743005526,0.277,0.4635714285714286,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,shannon_entropy,8,2024-05-10 01:16:00,-20.516666666666666,0.004557370750148843,0.435,0.47850000000000004,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,lepel_ziv,218,2024-05-10 04:46:00,-17.016666666666666,-0.006156635451264146,0.409,0.44989999999999997,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,dfa,0,2024-05-10 01:08:00,-20.65,0.02785165164035147,0.113,0.36300000000000004,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,hurst,40,2024-05-10 01:48:00,-19.983333333333334,0.001767818700558981,0.447,0.49,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,mfhurst_b,236,2024-05-10 05:04:00,-16.716666666666665,-0.009741394361183153,0.339,0.43670000000000003,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,higuchi_fd,278,2024-05-10 05:46:00,-16.016666666666666,0.0008299183160733033,0.491,0.491,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,katz_fd,277,2024-05-10 05:45:00,-16.033333333333335,0.028919405314521567,0.116,0.31239999999999996,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,petrosian_fd,6,2024-05-10 01:14:00,-20.55,-0.010410919790658424,0.308,0.5038,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,corr_dim,216,2024-05-10 04:44:00,-17.05,0.027164135762003612,0.133,0.2511666666666667,False
2024-05-10,INVK,1239,2024-05-10 21:47:00,entropy,1280,2024-05-10 22:28:00,0.6833333333333333,0.012290061519555369,0.322,0.498,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,permutation_entropy,21,2024-05-10 01:28:00,-19.916666666666668,0.033342349424579025,0.106,0.4565,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,sampen,0,2024-05-10 01:07:00,-20.266666666666666,,1.0,1.0,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,app_entropy,371,2024-05-10 07:18:00,-14.083333333333334,0.008142853042830194,0.37,0.45,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,spectral_entropy,1312,2024-05-10 22:59:00,1.6,0.017520483328462483,0.295,0.4635714285714286,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,shannon_entropy,62,2024-05-10 02:09:00,-19.233333333333334,0.0067506406881591595,0.392,0.47850000000000004,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,lepel_ziv,87,2024-05-10 02:34:00,-18.816666666666666,-0.005501124290572434,0.404,0.44989999999999997,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,dfa,41,2024-05-10 01:48:00,-19.583333333333332,0.024016529168944912,0.133,0.36300000000000004,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,hurst,428,2024-05-10 08:15:00,-13.133333333333333,0.00899243387369919,0.374,0.49,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,mfhurst_b,1087,2024-05-10 19:14:00,-2.15,0.02751007470395382,0.245,0.43670000000000003,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,higuchi_fd,140,2024-05-10 03:27:00,-17.933333333333334,0.012766411716760826,0.28,0.44000000000000006,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,katz_fd,92,2024-05-10 02:39:00,-18.733333333333334,-0.003073784854565217,0.422,0.4642,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,petrosian_fd,1448,2024-05-11 01:15:00,3.8666666666666667,-0.004175481251033737,0.458,0.5038,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,corr_dim,135,2024-05-10 03:22:00,-18.016666666666666,-0.05486407088247704,0.02,0.22,False
2024-05-10,IRK3,1216,2024-05-10 21:23:00,entropy,1270,2024-05-10 22:17:00,0.9,0.010404874534988881,0.382,0.498,False
2024-05-10,KERG,131,2024-05-10 03:16:00,permutation_entropy,1250,2024-05-10 21:55:00,18.65,-0.0018801485347183337,0.484,0.484,False
2024-05-10,KERG,131,2024-05-10 03:16:00,sampen,44,2024-05-10 01:49:00,-1.45,-0.03920649115657428,0.037,0.3685,False
2024-05-10,KERG,131,2024-05-10 03:16:00,app_entropy,317,2024-05-10 06:22:00,3.1,0.00606658501113084,0.373,0.45,False
2024-05-10,KERG,131,2024-05-10 03:16:00,spectral_entropy,1307,2024-05-10 22:52:00,19.6,0.032053415500393714,0.103,0.4635714285714286,False
2024-05-10,KERG,131,2024-05-10 03:16:00,shannon_entropy,84,2024-05-10 02:29:00,-0.7833333333333333,0.044669236547928634,0.028,0.10266666666666667,False
2024-05-10,KERG,131,2024-05-10 03:16:00,lepel_ziv,258,2024-05-10 05:23:00,2.1166666666666667,0.0016386384750070502,0.477,0.477,False
2024-05-10,KERG,131,2024-05-10 03:16:00,dfa,288,2024-05-10 05:53:00,2.6166666666666667,0.0035325463643040176,0.438,0.461,False
2024-05-10,KERG,131,2024-05-10 03:16:00,hurst,0,2024-05-10 01:05:00,-2.183333333333333,0.006422198229108454,0.387,0.49,False
2024-05-10,KERG,131,2024-05-10 03:16:00,mfhurst_b,290,2024-05-10 05:55:00,2.65,0.025831188651950034,0.12,0.43670000000000003,False
2024-05-10,KERG,131,2024-05-10 03:16:00,higuchi_fd,397,2024-05-10 07:42:00,4.433333333333334,-0.0032606378602323917,0.448,0.491,False
2024-05-10,KERG,131,2024-05-10 03:16:00,katz_fd,0,2024-05-10 01:05:00,-2.183333333333333,-0.008100758013782171,0.344,0.44855555555555554,False
2024-05-10,KERG,131,2024-05-10 03:16:00,petrosian_fd,167,2024-05-10 03:52:00,0.6,0.011975259724816433,0.288,0.5038,False
2024-05-10,KERG,131,2024-05-10 03:16:00,corr_dim,276,2024-05-10 05:41:00,2.4166666666666665,-0.0029009615023218634,0.443,0.443,False
2024-05-10,KERG,131,2024-05-10 03:16:00,entropy,1276,2024-05-10 22:21:00,19.083333333333332,0.022135148530707457,0.208,0.498,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,permutation_entropy,272,2024-05-10 05:37:00,3.5,0.02687675356403844,0.111,0.4565,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,sampen,71,2024-05-10 02:16:00,0.15,-0.003188414529858887,0.459,0.5203,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,app_entropy,36,2024-05-10 01:41:00,-0.43333333333333335,-0.023311781271396284,0.163,0.45,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,spectral_entropy,1243,2024-05-10 21:48:00,19.683333333333334,0.01686885803481672,0.273,0.4635714285714286,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,shannon_entropy,644,2024-05-10 11:49:00,9.7,-0.0035457051236237724,0.422,0.47850000000000004,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,lepel_ziv,87,2024-05-10 02:32:00,0.4166666666666667,-0.027531300237172915,0.137,0.4455,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,dfa,26,2024-05-10 01:31:00,-0.6,0.0020954267075308564,0.461,0.461,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,hurst,297,2024-05-10 06:02:00,3.9166666666666665,-0.010970548732427572,0.344,0.49,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,mfhurst_b,555,2024-05-10 10:20:00,8.216666666666667,0.0003595231979126025,0.513,0.513,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,higuchi_fd,121,2024-05-10 03:06:00,0.9833333333333333,0.04443340420955259,0.025,0.1375,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,katz_fd,134,2024-05-10 03:19:00,1.2,0.03192876192585878,0.085,0.31239999999999996,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,petrosian_fd,341,2024-05-10 06:46:00,4.65,-0.007366165966317008,0.378,0.5038,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,corr_dim,336,2024-05-10 06:41:00,4.566666666666666,-0.010435986702507208,0.328,0.4008888888888889,False
2024-05-10,KIEL2,62,2024-05-10 02:07:00,entropy,1272,2024-05-10 22:17:00,20.166666666666668,-0.005795351034015268,0.413,0.498,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,permutation_entropy,603,2024-05-10 11:08:00,9.966666666666667,0.028248137212128436,0.166,0.4565,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,sampen,236,2024-05-10 05:01:00,3.85,-0.017713942144221,0.243,0.4455,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,app_entropy,372,2024-05-10 07:17:00,6.116666666666666,0.04342973470835308,0.053,0.2915,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,spectral_entropy,1313,2024-05-10 22:58:00,21.8,0.004091771551022366,0.425,0.488,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,shannon_entropy,244,2024-05-10 05:09:00,3.9833333333333334,-0.0325769336571661,0.103,0.28325,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,lepel_ziv,47,2024-05-10 01:52:00,0.7,-0.02111445770026322,0.229,0.4455,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,dfa,1,2024-05-10 01:06:00,-0.06666666666666667,-0.007909396967462966,0.336,0.4277777777777777,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,hurst,0,2024-05-10 01:05:00,-0.08333333333333333,0.0006937719724511745,0.473,0.49,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,mfhurst_b,898,2024-05-10 16:03:00,14.883333333333333,-0.028608866798177805,0.214,0.43670000000000003,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,higuchi_fd,73,2024-05-10 02:18:00,1.1333333333333333,0.021505749415058957,0.21,0.44000000000000006,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,katz_fd,94,2024-05-10 02:39:00,1.4833333333333334,-0.0011974746194985861,0.477,0.477,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,petrosian_fd,101,2024-05-10 02:46:00,1.6,-0.0001543286465441203,0.504,0.504,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,corr_dim,91,2024-05-10 02:36:00,1.4333333333333333,-0.023286085801662026,0.176,0.2765714285714286,False
2024-05-10,LMKS,5,2024-05-10 01:10:00,entropy,1281,2024-05-10 22:26:00,21.266666666666666,0.00274718194437142,0.457,0.498,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,permutation_entropy,60,2024-05-10 02:05:00,-3.3833333333333333,-0.012599014417227133,0.264,0.484,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,sampen,345,2024-05-10 06:50:00,1.3666666666666667,0.02930980974221943,0.107,0.39233333333333337,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,app_entropy,897,2024-05-10 16:02:00,10.566666666666666,-0.008796181543716497,0.369,0.45,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,spectral_entropy,1050,2024-05-10 18:35:00,13.116666666666667,-0.002920093102795674,0.488,0.488,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,shannon_entropy,9,2024-05-10 01:14:00,-4.233333333333333,-0.05353568196200233,0.01,0.055,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,lepel_ziv,51,2024-05-10 01:56:00,-3.533333333333333,0.00892707348548615,0.324,0.4455,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,dfa,43,2024-05-10 01:48:00,-3.6666666666666665,-0.038097000844375194,0.054,0.36300000000000004,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,hurst,56,2024-05-10 02:01:00,-3.45,-0.04309931612589948,0.031,0.34099999999999997,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,mfhurst_b,342,2024-05-10 06:47:00,1.3166666666666667,0.006545447138620433,0.397,0.43670000000000003,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,higuchi_fd,447,2024-05-10 08:32:00,3.066666666666667,-0.013089476971968323,0.328,0.451,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,katz_fd,48,2024-05-10 01:53:00,-3.5833333333333335,-0.020427086180609597,0.192,0.34414285714285714,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,petrosian_fd,194,2024-05-10 04:19:00,-1.15,-0.014836773837176616,0.251,0.5038,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,corr_dim,275,2024-05-10 05:40:00,0.2,0.012560481788908211,0.308,0.4008888888888889,False
2024-05-10,MWSN,263,2024-05-10 05:28:00,entropy,1272,2024-05-10 22:17:00,16.816666666666666,-0.013970039674787842,0.268,0.498,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,permutation_entropy,70,2024-05-10 02:15:00,-17.95,0.016706483836583328,0.263,0.484,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,sampen,110,2024-05-10 02:55:00,-17.283333333333335,0.002032193464567803,0.473,0.5203,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,app_entropy,73,2024-05-10 02:18:00,-17.9,0.011969560099213038,0.327,0.45,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,spectral_entropy,1060,2024-05-10 18:45:00,-1.45,-0.007016140711788888,0.454,0.488,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,shannon_entropy,284,2024-05-10 05:49:00,-14.383333333333333,0.01849197774214553,0.263,0.45728571428571424,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,lepel_ziv,6,2024-05-10 01:11:00,-19.016666666666666,-0.011080915629750467,0.312,0.4455,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,dfa,70,2024-05-10 02:15:00,-17.95,-0.017027490926348143,0.231,0.36300000000000004,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,hurst,213,2024-05-10 04:38:00,-15.566666666666666,-0.0073929269687497655,0.382,0.49,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,mfhurst_b,1086,2024-05-10 19:11:00,-1.0166666666666666,0.02112599387738489,0.309,0.43670000000000003,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,higuchi_fd,74,2024-05-10 02:19:00,-17.883333333333333,0.0063448348950192425,0.386,0.47177777777777774,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,katz_fd,203,2024-05-10 04:28:00,-15.733333333333333,0.026358714125864255,0.116,0.31239999999999996,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,petrosian_fd,331,2024-05-10 06:36:00,-13.6,0.009344205327210727,0.386,0.5038,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,corr_dim,73,2024-05-10 02:18:00,-17.9,0.038966604011091116,0.061,0.2346666666666667,False
2024-05-10,SOPB,1147,2024-05-10 20:12:00,entropy,1194,2024-05-10 20:59:00,0.7833333333333333,-0.0002390083936447783,0.479,0.498,False
