datetime_i,value_i,window_shape,entropy,permutation_entropy,higuchi,sampen,hurst,dfa,corr_dim,mfhurst_b
2023-04-23 00:34:00,207.57,94,4.543137814540602,2.5761606360557776,2.054187072865574,1.6691571471357227,0.3622103537296024,0.5921719327048605,1.0868645511450035,-0.028846798299248924
2023-04-23 00:35:00,203.54,95,4.553721560244344,2.578318230322162,2.055462526825834,1.6977305195797787,0.34166645906156423,0.59906825776247,1.1038268983621227,-0.031058124586874538
2023-04-23 00:36:00,202.54,96,4.56419206939691,2.5784737976461685,2.0548669066609735,1.7117167615545186,0.4845680710087326,0.6021799678896699,1.107789391200964,-0.029559385538911655
2023-04-23 00:37:00,202.25,97,4.574556461281123,2.5798008177595864,2.0539268151092394,1.7117167615545186,0.4845680710087326,0.5789065061749418,1.1055055464091286,-0.029532000372136397
2023-04-23 00:38:00,207.64,98,4.584809810761271,2.580255769782077,2.0580450283226606,1.7255100836868544,0.3591384664141646,0.580846410114288,1.111813502475959,-0.034577921665324585
2023-04-23 00:39:00,208.4,99,4.594963609441209,2.5782239875518895,2.0574541961312223,1.7255100836868544,0.3685847745948431,0.5579285904563274,1.0965293775416085,-0.038297180064815056
2023-04-23 00:40:00,201.52,100,4.6050154885302215,2.577203715295576,2.0634200324337595,1.739115735742633,0.3707803393316973,0.5469381095077072,1.1063751608231702,-0.036785345751363246
2023-04-23 00:41:00,207.1,101,4.614963812132791,2.5747754103155382,2.0624257845564604,1.7657839828247943,0.4869685666796786,0.5426975036681866,1.113307856356397,-0.0372227000662241
2023-04-23 00:42:00,202.91,102,4.624816638516092,2.575854381449572,2.0667528720370263,1.7657839828247943,0.48622239141485646,0.5358248880005112,1.101346350121199,-0.042135493618765264
2023-04-23 00:43:00,202.43,103,4.634574166675039,2.578007810892026,2.0669305884124713,1.791759469228055,0.48622239141485646,0.5345769374612473,1.1067044349824777,-0.04514303663576572
2023-04-23 00:44:00,216.5,104,4.64423680337714,2.576812169546955,2.067795833441269,1.8044984950054848,0.3999916636337987,0.5363342700043675,1.1116090752133434,-0.04636440838424936
2023-04-23 00:45:00,208.13,105,4.653807646653087,2.5782560159873413,2.0682382732985407,1.853891250335061,0.402233974895615,0.5417164287156181,1.1143328683586147,-0.04528107883567436
2023-04-23 00:46:00,206.32,106,4.663283333445258,2.57893920896387,2.0662067790560044,1.9459101490553135,0.3878447670616302,0.5398883127541542,1.1204574893336003,-0.04762125897054637
2023-04-23 00:47:00,203.73,107,4.67267124836981,2.5797415057072,2.0696415646027324,1.9568392195875037,0.37439527638864983,0.5412556438935653,1.1221138114228342,-0.04180587585988184
2023-04-23 00:48:00,201.2,108,4.681966655344504,2.5806582889316645,2.0671243390182688,1.9859154836690123,0.38308358275304655,0.5417661438754657,1.1327537695556777,-0.04435970922405057
2023-04-23 00:49:00,207.82,109,4.69118421119957,2.5794321387444943,2.0765759443631016,1.9859154836690123,0.38308358275304655,0.5013267029740457,1.1286390866602105,-0.04812169635932126
2023-04-23 00:50:00,204.51,110,4.700317345643625,2.579799442682287,2.0873280408175217,1.9859154836690123,0.384469466775859,0.495019955088763,1.1341729508693303,-0.053020617470987644
2023-04-23 00:51:00,209.24,111,4.7093671009154745,2.5802825619450593,2.0873552864398306,1.955388893009857,0.3621471430796952,0.48695134676881174,1.1294698448627365,-0.05668291031905048
2023-04-23 00:52:00,206.97,112,4.718335726814438,2.5801482146324775,2.086918491145574,1.9924301646902063,0.3461360993385222,0.4822933556232045,1.1397067024822707,-0.05227623347161841
2023-04-23 00:53:00,211.17,113,4.727225739690442,2.5808568879460894,2.0828780075428943,1.8489178830680035,0.32707742147666685,0.4921812654136405,1.1485351774898687,-0.05241794075393071
2023-04-23 00:54:00,202.76,114,4.736037790889919,2.579630363276778,2.086378487423511,1.8763168572561182,0.33284814451220934,0.5017992650643192,1.151339002096467,-0.053945752079446144
2023-04-23 00:55:00,202.22,115,4.744772793329215,2.5791781683818105,2.0853407573157035,1.8941744746561244,0.3979520446319284,0.506031383467188,1.1587648993489714,-0.04886813728319672
2023-04-23 00:56:00,203.97,116,4.753428967382568,2.5795122733293185,2.0798643764021527,1.9029851043382795,0.3601622620189386,0.5086534332853163,1.1641444891204753,-0.0482749427555243
2023-04-23 00:57:00,209.47,117,4.762014072164999,2.578662516719637,2.078092128186636,1.911718784307034,0.34236897836847807,0.5049179374635689,1.1657373463892653,-0.04899602233860855
2023-04-23 00:58:00,207.45,118,4.770525968985096,2.5792125540473014,2.07572011288143,1.8672670217362002,0.3624466759463596,0.4988909012940255,1.1689792454221601,-0.04643202641258368
2023-04-23 00:59:00,209.21,119,4.778965892887325,2.579210204133571,2.073434239255078,1.8632184332102,0.3520103952859649,0.49856975098437833,1.1863811924623058,-0.044493386890616
2023-04-23 01:00:00,202.07,120,4.7873353614532395,2.5781184049610184,2.072443228779723,1.8971199848858813,0.3491375635806995,0.4761224717710566,1.196641912098676,-0.0450527461259821
2023-04-23 01:01:00,203.71,120,4.787335710585203,2.5787008265801696,2.069349494694336,1.929909807708872,0.3736356624670498,0.5179763377805621,1.1940876725507787,-0.04356654812961131
2023-04-23 01:02:00,206.87,120,4.787326260636613,2.5787008265801696,2.072388316277769,2.0149030205422647,0.3413763456034872,0.541581618538028,1.1977946851834074,-0.048963306500293395
2023-04-23 01:03:00,207.72,120,4.787327667298278,2.575281649336657,2.080576485884556,1.9999773703255892,0.2941256221371974,0.5207589811371167,1.1910625704825646,-0.05551408621017874
2023-04-23 01:04:00,207.86,120,4.7873235545072,2.5787008265801696,2.086119023709021,1.9534008207844709,0.27137426289206923,0.4154820944764569,1.1937981913867104,-0.057750710674148824
2023-04-23 01:05:00,208.82,120,4.787326038005146,2.5768630553750844,2.0909626661996583,2.0419839791449355,0.30527110431522725,0.47032097239871196,1.1867707594561314,-0.06462305204429825
2023-04-23 01:06:00,210.82,120,4.787325164326752,2.5762806337559327,2.10518542898034,2.018816919863401,0.3895392416669459,0.46181887233014374,1.166572872171616,-0.06505065317012992
2023-04-23 01:07:00,203.83,120,4.787325081039492,2.579517595030601,2.105909034134844,1.995100393246085,0.3120390711773282,0.4604022797952076,1.1649949204753778,-0.06485031081714754
2023-04-23 01:08:00,211.57,120,4.7873186358256765,2.5795175950306004,2.100426838304181,1.9459101490553135,0.3861856742683413,0.3839342444667824,1.178089518767457,-0.07222744937595683
2023-04-23 01:09:00,204.0,120,4.78731889647891,2.5789060286044347,2.103593136388568,1.9379419794061366,0.35916141703764326,0.4394337764466042,1.175670313854172,-0.07527689889027508
2023-04-23 01:10:00,208.95,120,4.7873206510016715,2.5808409629764757,2.1048938217792283,1.9136492868370918,0.2845476428877376,0.3997947788678097,1.1739834498237205,-0.07866963085048591
2023-04-23 01:11:00,202.18,120,4.787324560779786,2.5808409629764757,2.0998081295090048,1.9538153285624267,0.36523857205425647,0.47790683361745184,1.1704099784313213,-0.08198368357649118
2023-04-23 01:12:00,203.17,120,4.787325848768413,2.5789060286044343,2.0980765124529923,1.9771626925594177,0.34112251529319865,0.40705933377559944,1.1701126933114971,-0.07935696460319125
2023-04-23 01:13:00,207.04,120,4.787323238887397,2.5768630553750844,2.0947506984396496,1.9383629434199303,0.4296485031413195,0.34352956381376065,1.1702513514088189,-0.07989448622996256
2023-04-23 01:14:00,204.92,120,4.787322487198561,2.5762806337559327,2.1011817484088144,1.9383629434199303,0.380352353830915,0.3875973924207397,1.1717434200161487,-0.08705602294531584
2023-04-23 01:15:00,206.66,120,4.78732331248248,2.5762806337559327,2.1137324012846626,1.9459101490553135,0.31656930630322866,0.4275869915168422,1.1695976648624706,-0.08376162468708374
2023-04-23 01:16:00,198.91,120,4.78732315975976,2.5783236069852835,2.10821562658644,1.9694406464655074,0.3226466272960722,0.3765610958955076,1.1643233254838925,-0.0875407908024711
2023-04-23 01:17:00,205.49,120,4.787319480154872,2.5770002390394082,2.1079103024028636,1.9538153285624267,0.34433208100033263,0.4608778671840927,1.1640569036851536,-0.08817642952229009
2023-04-23 01:18:00,206.67,120,4.787317255576735,2.5752503217769367,2.1061582430179637,1.9538153285624267,0.3549473842878226,0.4324112406262902,1.1659515496108457,-0.07734388362717765
2023-04-23 01:19:00,201.47,120,4.787324838426389,2.5777676777681293,2.0998529735323452,1.9708077006770406,0.33663436503011923,0.47571794113183,1.1616159559349504,-0.0748553066474378
2023-04-23 01:20:00,201.42,120,4.78732730654276,2.574530716493461,2.0997791892629776,2.031432322493475,0.26163902699794356,0.3799001294869758,1.1607937945472535,-0.0766302698225851
2023-04-23 01:21:00,208.43,120,4.7873164713944885,2.5762806337559327,2.09574467056875,1.9708077006770406,0.3081557089900949,0.4761414081270946,1.1728903597233047,-0.07845742391871545
2023-04-23 01:22:00,202.58,120,4.78731650609299,2.5762806337559327,2.099631212097825,2.006534770871748,0.3388403107386687,0.4071612748392063,1.161152682772594,-0.07955951169479814
2023-04-23 01:23:00,206.14,120,4.787316536046674,2.5762806337559327,2.104248080048837,1.9810014688665833,0.31126759450666036,0.44827015588394814,1.1544279499112011,-0.07880974845018071
2023-04-23 01:24:00,205.16,120,4.7873165520504655,2.5762806337559327,2.0962533393332543,2.0626344233634546,0.3343663834343916,0.3737280222614209,1.160127362093654,-0.07751913641341925
2023-04-23 01:25:00,207.73,120,4.787319986749994,2.578118404961018,2.095491203770338,2.0455399900041544,0.4300180600941222,0.520476469186533,1.16160952961506,-0.07168093393952958
2023-04-23 01:26:00,204.06,120,4.787320791869547,2.5746992277175056,2.08478897281955,1.9723434061234688,0.3765334862086662,0.5112678406410816,1.171799990352648,-0.06593660374449109
2023-04-23 01:27:00,204.16,120,4.7873186843765,2.5787008265801696,2.07537650797985,1.9789710113162013,0.382211212919537,0.5125802983580967,1.1718066561787128,-0.06236953633089238
2023-04-23 01:28:00,199.69,120,4.787321375168103,2.580100016649752,2.068848557877066,1.9708077006770406,0.399900579186633,0.44726782310866003,1.169390280132377,-0.05600870895605391
2023-04-23 01:29:00,206.7,120,4.787320948703496,2.5801000166497525,2.0694950921600355,2.0149030205422647,0.3539439147938761,0.5226749620030083,1.1573337861111777,-0.054154226719861975
2023-04-23 01:30:00,203.18,120,4.78732119851102,2.579517595030601,2.068317310191938,1.92896059074154,0.4235715694312024,0.5212612274963483,1.14354557537794,-0.052090988687800925
2023-04-23 01:31:00,208.0,120,4.787321086272865,2.5808409629764757,2.066110264288292,1.9980959022258835,0.38065724422671116,0.5508339470026451,1.137130738809749,-0.05142017990186816
2023-04-23 01:32:00,207.88,120,4.787321144715791,2.5820963125624097,2.061497381611094,2.03688192726104,0.3888231901051188,0.49117157583818605,1.141319670769547,-0.04492831878534213
2023-04-23 01:33:00,203.74,120,4.7873217421897465,2.5801613781903683,2.057065416125944,1.9895852125579747,0.33004727358953956,0.5266448081393472,1.1319813006279198,-0.04691573259218339
2023-04-23 01:34:00,206.26,120,4.787318218010082,2.5801613781903683,2.0563140174382566,2.087740344494531,0.334000156984061,0.517003043263915,1.125883432787764,-0.04467076818361104
2023-04-23 01:35:00,210.37,120,4.78731642984483,2.576368487698547,2.0535928963597923,2.1316272948504063,0.44946764044020815,0.5384483549067431,1.1173454082215208,-0.035809250742517305
2023-04-23 01:36:00,205.75,120,4.78730719457972,2.5723668888358824,2.0582145478275575,2.128231705849268,0.38537734604997825,0.46673633017326993,1.119015478819179,-0.03428019149155176
2023-04-23 01:37:00,199.68,120,4.787304509980661,2.5694414456280015,2.0620434442012407,2.151762203259462,0.3816854858236752,0.5586114199694315,1.1275498885041169,-0.0330097567322499
2023-04-23 01:38:00,207.07,120,4.787305505163932,2.5694414456280015,2.0652433621256168,2.1484344131667874,0.36268535322671935,0.5420596920866984,1.1062475557628382,-0.03071517702694195
2023-04-23 01:39:00,205.49,120,4.787305567457673,2.570023867247153,2.069047869777271,2.0626344233634546,0.48228334642471204,0.5521030514942414,1.1095395069118952,-0.03133385542353953
2023-04-23 01:40:00,211.45,120,4.78730590120512,2.575113138112613,2.0696836850956113,2.087740344494531,0.35844397390668514,0.5189186205143252,1.1084852986106866,-0.03075115939720727
2023-04-23 01:41:00,202.99,120,4.787302940550637,2.5777676777681293,2.064364632981,2.05572501506252,0.3389925654613325,0.6052060037139136,1.106443930401314,-0.03325263123716877
2023-04-23 01:42:00,207.12,120,4.787303197292419,2.576368487698547,2.0607927126138503,2.031432322493475,0.40661443295748323,0.5502730795094127,1.0942924499912856,-0.031874849144704426
2023-04-23 01:43:00,203.33,120,4.787303855686023,2.575724704538779,2.0586704332559638,2.0232018233569597,0.40229613399486974,0.61026555470996,1.109668632682338,-0.03351326068446015
2023-04-23 01:44:00,206.73,120,4.787304711419378,2.5751131381126133,2.049071708706041,2.031432322493475,0.4714660898869196,0.5216731872050379,1.1111948899229442,-0.02316918173766524
2023-04-23 01:45:00,199.56,120,4.787315777648358,2.571111539249949,2.0457261474499737,2.088330489097082,0.4858639348963323,0.6200433956129988,1.1069640824111833,-0.02459534702565279
2023-04-23 01:46:00,200.4,120,4.787316204755715,2.5674882416482725,2.0407286712540142,1.9636097261547143,0.4938551685841513,0.5777018898572441,1.110552034335047,-0.02015379890817609
2023-04-23 01:47:00,214.7,120,4.7873150358322585,2.5674882416482725,2.036876066065239,1.9636097261547143,0.3286101857010689,0.6297688699576262,1.1084422459997838,-0.019859602785504835
2023-04-23 01:48:00,203.51,120,4.787315313436295,2.563883213654284,2.0369131586453846,1.9723434061234688,0.48302653312605465,0.5318187220095555,1.107644225751152,-0.019823640814485576
2023-04-23 01:49:00,208.68,120,4.78731501229809,2.5621332963918126,2.037190766247465,1.9810014688665833,0.5822505292599344,0.633140892922437,1.110596472356369,-0.023307205057160076
2023-04-23 01:50:00,202.07,120,4.7873148453611405,2.558896335117145,2.0331966315744268,1.9723434061234688,0.47478840044585413,0.5676033820568209,1.1062298264031465,-0.02806707086866657
2023-04-23 01:51:00,202.08,120,4.787314584727644,2.5554613181883834,2.032722728468601,2.0281482472922856,0.5232728917808669,0.6083954267505544,1.1134084245643858,-0.025094952323207124
2023-04-23 01:52:00,207.74,120,4.787315825046438,2.5503720473229237,2.0295811924095055,1.9203768470501485,0.4286241501535283,0.5553326669691755,1.1023016467874593,-0.022129851631204733
2023-04-23 01:53:00,205.9,120,4.787313986375679,2.5487748015992477,2.0274928716283163,1.9538153285624267,0.5698736453261372,0.6248483131160735,1.1079287400124116,-0.015050998264817813
2023-04-23 01:54:00,206.7,120,4.7873090589719665,2.54099704435918,2.021747572820849,1.9153734251952317,0.49463375698371354,0.538837682103701,1.1095870916705306,-0.004230968682602857
2023-04-23 01:55:00,200.19,120,4.787309694880273,2.5361797587121857,2.0233784976100306,1.9379419794061366,0.37684105551391217,0.5989932289597701,1.0993742412739531,-0.0075136051735099785
2023-04-23 01:56:00,205.39,120,4.787310653695492,2.536179758712186,2.0260351307407776,1.9218125974762528,0.4895835445471417,0.5521684683009358,1.1251582041672297,-0.007719831700978989
2023-04-23 01:57:00,207.02,120,4.7873076493376985,2.5331064735038393,2.0242537899091744,1.8405496333974871,0.49252188894268606,0.6056802546191411,1.1200621046356096,-0.008081398403394856
2023-04-23 01:58:00,204.13,120,4.78730883651067,2.540010184537559,2.027698583829307,1.8562979903656263,0.5536469130190631,0.5659459739416809,1.1132811605756374,-0.00649925921463071
2023-04-23 01:59:00,206.78,120,4.787308078845755,2.543083469745906,2.0294582331794158,1.864080130807681,0.6030883179496515,0.6107495942235571,1.1114535559853855,-0.005220409355069992
2023-04-23 02:00:00,198.0,120,4.787308125566197,2.550372047322924,2.030358270440512,1.8562979903656263,0.532984820095589,0.5323233064858442,1.1080885992203833,-0.0020221466496076253
2023-04-23 02:01:00,215.62,120,4.787309093116324,2.555970891909264,2.0295633433120575,1.9616585060234524,0.40551469094909626,0.6389711663534975,1.1158255539601192,-0.00286008817077712
2023-04-23 02:02:00,204.21,120,4.787309157736818,2.558896335117145,2.031483771035813,1.9459101490553135,0.6768870686603141,0.592362805250239,1.1292131712414366,-0.0020766021200211184
2023-04-23 02:03:00,199.22,120,4.787308511057857,2.5642695499812924,2.032829969461541,2.0794415416798357,0.5552724555963454,0.6141513639652397,1.1247975537980135,-0.0020076818998751803
2023-04-23 02:04:00,211.37,120,4.7873070758835,2.568271148843957,2.0332282380616475,2.0541237336955462,0.5380883319994495,0.5771631228751538,1.1363549896696092,-0.004752394655212407
2023-04-23 02:05:00,208.77,120,4.787305828329649,2.566091481501129,2.0309552736128538,2.0541237336955462,0.6480887655390086,0.6692609090433742,1.140370275255869,0.0018379367437251447
2023-04-23 02:06:00,204.86,120,4.787306240132583,2.5666739031202805,2.0275716763100924,2.0626344233634546,0.49791601584624356,0.5937281071380542,1.1483817678723212,0.0020435817431669846
2023-04-23 02:07:00,197.58,120,4.787309219282884,2.5626723042576165,2.029631529263527,2.097141118779237,0.5941582526159419,0.643156626006992,1.1434184945020955,0.001358777705912929
2023-04-23 02:08:00,203.23,120,4.787309285728403,2.560278603835377,2.025073630671632,2.03688192726104,0.5136220635353381,0.5684381396397344,1.1523821546542252,0.004802612309787792
2023-04-23 02:09:00,207.38,120,4.787313294357414,2.5637136207641387,2.023044322080779,2.0794415416798357,0.4159801931604229,0.6274114438022833,1.1543305780979805,0.0054323532124212325
2023-04-23 02:10:00,205.41,120,4.787297639956613,2.5671327980076515,2.0203998280392548,2.0794415416798357,0.4357115443553563,0.6229217140627956,1.1811173586508734,0.007057437857825616
2023-04-23 02:11:00,213.99,120,4.787298696445618,2.5688028916295984,2.026408692168137,2.063693184711697,0.5194567361216557,0.6627476272329664,1.1816152884351618,0.0077913164898955655
2023-04-23 02:12:00,199.85,120,4.787299442634072,2.5682711488439565,2.033937204877505,2.120263536200091,0.49595538490418517,0.5358099074753478,1.1754173567903172,0.006328836789532887
2023-04-23 02:13:00,211.41,120,4.787298326973508,2.5664333776388712,2.031714467194322,2.164963715117998,0.5288783781159323,0.620823699378329,1.1849629438016271,0.005899502761524087
2023-04-23 02:14:00,210.44,120,4.787298579867505,2.5707580109163346,2.0308942741242424,2.1886408336448278,0.6001484766151037,0.5973835567153866,1.1703438237363268,0.0061043525534649696
2023-04-23 02:15:00,202.91,120,4.787295650883319,2.570202081699181,2.029130021648204,2.088330489097082,0.6046225622631975,0.6805266188041221,1.1435131458898211,0.005268489666444672
2023-04-23 02:16:00,212.64,120,4.78729113614993,2.5707580109163346,2.0263690587781156,2.1484344131667874,0.47749372450756206,0.5772443974768207,1.1406555679374846,0.0027235635162322536
2023-04-23 02:17:00,210.96,120,4.787287170995278,2.5738312961246814,2.032051438622128,2.1484344131667874,0.48802241131639834,0.6717240412620528,1.1522959853573196,0.003840711761023967
2023-04-23 02:18:00,202.06,120,4.787286356883087,2.575669067329767,2.0376096280344926,2.114532861491106,0.5250247691303367,0.5581803988513724,1.1589165199536071,-0.0009477657790844879
2023-04-23 02:19:00,205.28,120,4.787283940247581,2.571111539249949,2.039690621317253,2.114532861491106,0.4448059350041604,0.6611945763934113,1.1528541665206917,0.00020097134435588225
2023-04-23 02:20:00,195.35,120,4.787274080722064,2.568038254041602,2.0418818813040644,2.1041341542702074,0.4707065393488547,0.5847232159284953,1.1616889329421716,0.004680814477235674
2023-04-23 02:21:00,205.75,120,4.78727441897742,2.566200482836517,2.0450337662865956,2.0959708436310467,0.5199424648769181,0.6674499500122669,1.1570629327933522,0.008240601997013215
2023-04-23 02:22:00,206.31,120,4.787275227880437,2.5707580109163346,2.0512464873402507,2.087740344494531,0.49434911722822655,0.5652423101023489,1.1534452575131462,0.009245765177785402
2023-04-23 02:23:00,205.15,120,4.787276078571287,2.57147761619981,2.048642704868997,2.0541237336955462,0.4457768199974433,0.6372448281741068,1.1327886173830508,0.010423714343274304
2023-04-23 02:24:00,204.42,120,4.787275616340038,2.5707580109163346,2.0483185088655516,2.0626344233634546,0.5965869626820975,0.5399526348779858,1.14292509972193,0.008554645222663094
2023-04-23 02:25:00,206.36,120,4.787273149627769,2.5725957821214203,2.042329493195158,2.1231166051824975,0.6186393376882252,0.709399155290095,1.1397744886260817,0.00908224317518308
2023-04-23 02:26:00,210.65,120,4.787272542331731,2.5725957821214203,2.034593978681073,2.1058747987479913,0.4932760362760265,0.6078336314239462,1.1411607963042627,0.015229205424765767
2023-04-23 02:27:00,211.33,120,4.787271466467242,2.574530716493461,2.029814174370722,2.097141118779237,0.47687276949822194,0.66094073904508,1.1281209493022655,0.02488980876459578
2023-04-23 02:28:00,203.67,120,4.787271617646531,2.574530716493461,2.024405666913783,2.097141118779237,0.52317797128609,0.5454990763200473,1.150804305247666,0.0258346515871966
2023-04-23 02:29:00,206.68,120,4.78727481204993,2.574530716493461,2.0190700471254126,2.171249090932959,0.4238684904461938,0.7372550603949494,1.144492727591687,0.027511093094407538
2023-04-23 02:30:00,207.46,120,4.787274679967832,2.571723105676115,2.017794416983036,2.097141118779237,0.5401618815426792,0.6618041150949407,1.1511982176920303,0.027486178931819098
2023-04-23 02:31:00,207.58,120,4.787274623823162,2.5732073485475864,2.0143717262125445,2.097141118779237,0.6315821583659754,0.755605996901705,1.1564171796072051,0.02550037260004674
2023-04-23 02:32:00,204.38,120,4.787275264138653,2.574530716493461,2.01549863389467,2.1058747987479913,0.5565002245010622,0.6098597940755685,1.156525169013023,0.02681304269451459
2023-04-23 02:33:00,199.48,120,4.787275283165446,2.5777676777681293,2.0097105984191037,2.26002547857525,0.6591130553316555,0.706032948556434,1.155716485452003,0.03143610574646566
2023-04-23 02:34:00,201.02,120,4.787271463784367,2.5789060286044347,2.0062710562958768,2.388762789235098,0.689723822243077,0.6414458280290775,1.170226100925552,0.03426303989536659
