datetime,value,window_shape,entropy,sampen,permutation_entropy,shannon_entropy,spectral_entropy,app_entropy,hurst,dfa,mfhurst_b,higuchi_fd,katz_fd,petrosian_fd,lepel_ziv,lyap_r,corr_dim
2023-04-23 00:00:00,213.8,65,4.174212562205683,1.6094379124341003,2.549178134038136,1.847325514333454,0.8481355349221703,0.5024005674875691,0.3082801038894744,0.9764476962761391,-0.013853946878770437,2.0949691241643333,3.262373402722618,1.0543309902058389,38,0.020681048027104132,0.954695795733319
2023-04-23 00:01:00,204.96,66,4.189481444858973,1.6341305250244718,2.5478716415666285,1.840227144986106,0.839693729976775,0.5083237658403408,0.4074291450632188,0.9750950889172209,-0.0048060405447333705,2.0915098209748435,3.2438287690697867,1.053343953482321,38,0.028408408650990785,0.9689758749867414
2023-04-23 00:02:00,209.83,67,4.204518247553607,1.6817585740137264,2.5451004089220532,1.8529876414454136,0.8488415075723259,0.5397680592220566,0.4074291450632188,0.9927215888439966,-0.0011109713153509635,2.084365984364513,3.235215015451638,1.0523898337175057,39,0.032935081466726884,0.9684241180725008
2023-04-23 00:03:00,206.39,68,4.2193348795438625,1.7047480922384253,2.551186448450925,1.847376821916469,0.8394377977753094,0.5139080598969645,0.4074291450632188,0.994661581887804,-0.01078012957904459,2.082808654437175,3.2707260893064705,1.052719217321334,39,0.029727684720832804,0.9695288504081161
2023-04-23 00:04:00,198.21,69,4.2339314463111535,1.7272209480904839,2.5474480135492774,1.857175094237068,0.8563382258528481,0.5239660893082787,0.4074291450632188,0.9875004501515122,-0.01405138011697179,2.08383360941829,3.3122194261531233,1.0530332391136314,40,0.010196045711367757,0.9649856500445098
2023-04-23 00:05:00,205.61,70,4.248321796357433,1.7047480922384253,2.5475398845369166,1.851188461935468,0.8557023953004481,0.5191647906683148,0.3802209693607644,0.970820115952107,-0.01768754357660604,2.085807301935226,3.351587240697001,1.053332731759188,40,0.009108583291668212,0.9738898614103747
2023-04-23 00:06:00,205.91,71,4.262507716242196,1.7272209480904839,2.556882766892524,1.8447427023772636,0.8642932802607398,0.5513855043040246,0.3802209693607644,1.2174914664092642,-0.022965044243957254,2.0878507846438374,3.3676597901041836,1.0536184727970155,41,0.009056193612911252,0.95205844644252
2023-04-23 00:07:00,204.25,72,4.276493575072783,1.8123787564307907,2.5613796949735046,1.8445054079351995,0.8625966485448159,0.5786459169270062,0.40809209182618317,1.2178125666544937,-0.03016810147380438,2.084450323021152,3.399066198417446,1.0538911889794216,41,0.004042311228449097,0.9438618105938194
2023-04-23 00:08:00,208.68,73,4.29028773572303,1.7346010553881064,2.5683026469556234,1.8387110029155571,0.8727220436973423,0.5728967931833702,0.40809209182618317,1.198816451163957,-0.032217567645955694,2.0869964604112776,3.380949616769934,1.0541515602155618,42,0.004401505008706914,0.9779660648105526
2023-04-23 00:09:00,210.24,74,4.303895602757774,1.7147984280919266,2.5660387497207093,1.8389344474248344,0.8635434325411702,0.5782503433281967,0.40809209182618317,1.1980250590463248,-0.03484984831660108,2.0844574386917825,3.3874285236768067,1.0532807838057885,42,0.02745361082809554,0.9877922847384739
2023-04-23 00:10:00,199.41,75,4.3173206171230785,1.7730673362159024,2.565633100645281,1.8329905568736142,0.86660608915388,0.5775386403331435,0.4075935595787308,1.2307793214175222,-0.03287591947439189,2.088181855984766,3.3794484025291025,1.0535379910432927,42,0.0289092129791005,1.007847154142196
2023-04-23 00:11:00,214.76,76,4.330568017404199,1.667706820558076,2.5708596847231586,1.832538885033092,0.8685336581925048,0.5842668135342763,0.3744026143509167,1.2106302111247653,-0.033577702604095074,2.0823645160040556,3.3687020225937934,1.0537840269933307,43,0.01961460731217649,0.9882824375589533
2023-04-23 00:12:00,208.44,77,4.34363409305936,1.6964492894237302,2.5742800339203447,1.848842835130029,0.8705223401229968,0.6024227861749605,0.4029962001405597,1.2400094214813147,-0.028486523099348536,2.0735766164491958,3.4065532975037454,1.0540194448054085,43,0.018769690065970672,1.0025198793784806
2023-04-23 00:13:00,200.7,78,4.3565396344384535,1.6625477377480489,2.5778634858211924,1.8475475427750399,0.8746270103282433,0.586921095221205,0.2647690499183367,1.239027620326113,-0.028310951215858728,2.075706480351988,3.4344911464724404,1.0542447642497,43,0.020967443122769033,0.9975285298820789
2023-04-23 00:14:00,200.3,79,4.369280757130365,1.5926307941177191,2.5755494481673282,1.9558795244841098,0.8793211644717119,0.6066123069485063,0.38051419760859717,1.1788119764750644,-0.028197246460497368,2.0783703397187376,3.41920669473057,1.0534312414061298,43,0.015446899667562833,1.004398716829186
2023-04-23 00:15:00,203.19,80,4.38185845606696,1.6582280766035324,2.577824547987033,1.8456017297139,0.8754504920079753,0.5989653933456678,0.2673619322543773,1.1795626374964634,-0.024660670974879343,2.0712690766322304,3.435773579131047,1.0536546824812272,44,0.016840266696028276,1.0046759444162854
2023-04-23 00:16:00,202.97,81,4.394279927489252,1.6582280766035324,2.5773464329715456,1.8448633106673498,0.8756074711885208,0.5915088596121065,0.4325130335619782,1.1986675034260759,-0.020343608066813193,2.070049821883163,3.412302227735317,1.0528708937416749,44,0.03050480432729978,1.0113077006606124
2023-04-23 00:17:00,207.57,82,4.406551255963026,1.6582280766035324,2.575819333305358,1.8404497066978678,0.8805933257579567,0.5977987986817892,0.37284918467131034,1.1987551172115,-0.027548220187788165,2.068090147981869,3.4425481074101736,1.0530922968383134,45,0.034300559009596034,1.0154581130590166
2023-04-23 00:18:00,215.5,83,4.418672952612964,1.6739764335716716,2.575825885606444,1.8392255146837893,0.8793947879078601,0.6024982290719318,0.37284918467131034,0.9646421802404932,-0.02701883473993431,2.068923933122449,3.463548897069613,1.0533048603904418,45,0.03667800643655498,1.0300050502887161
2023-04-23 00:19:00,200.8,84,4.4306511369313695,1.7452394535931621,2.578872057018374,1.8373796647044272,0.8808766430770498,0.5952665177649856,0.3672497338950969,0.9651128162483559,-0.02534935670596589,2.074448823905384,3.466995752678082,1.053508985405201,45,0.00569099956363274,1.0347881351252817
2023-04-23 00:20:00,204.84,85,4.442487446927845,1.7452394535931621,2.578025627389123,1.9552814407064694,0.8878572453187684,0.5698146806421875,0.44245208156603555,0.9479127412407876,-0.026355765701652448,2.070215245306899,3.4512883711301896,1.0537050507040446,46,0.0063806349598907125,1.0415046240032697
2023-04-23 00:21:00,206.35,86,4.454184982720213,1.7129785913749407,2.576260437131501,1.9497340496425257,0.8826972889345815,0.563136377818648,0.37660010853720166,0.9503627305647654,-0.02570081191635367,2.0644897260668627,3.4476857580560853,1.053893414383977,46,0.006768532415955426,1.0586917792083106
2023-04-23 00:22:00,204.98,87,4.465747160015516,1.7129785913749407,2.578391487648877,1.9444478419251368,0.8865984486229432,0.584137486944833,0.37660010853720166,0.9637241874423177,-0.027855984830455514,2.0567367506055003,3.4522096879741277,1.0540744151671133,47,0.004413164950882016,1.0635271712473655
2023-04-23 00:23:00,206.49,88,4.477177241248686,1.7609878105613013,2.5806703425075583,1.9388439758807752,0.8895468657650256,0.5642626654868352,0.37705479495407956,0.9637930517885939,-0.02328853021157754,2.0577783039498625,3.431147549654993,1.0542483736482573,47,0.0013745959179621732,1.0626913252873669
2023-04-23 00:24:00,211.8,89,4.488473373509497,1.821612432377736,2.5818127829555944,1.9533924329338346,0.8934512991748447,0.5709078954882041,0.37705479495407956,0.9517535214149807,-0.02339578502600274,2.051993327052091,3.4415421536112136,1.054415593449262,48,0.01420411418878641,1.0652429984479679
2023-04-23 00:25:00,202.78,90,4.499648402033682,1.7609878105613013,2.5798266149673155,1.9480648248173624,0.8870344449871415,0.5645152908271709,0.3873906119160621,0.9561040100671421,-0.02679048422447623,2.054302379227967,3.469679181924448,1.0545763622880866,48,0.014448425590598349,1.058231670065994
2023-04-23 00:26:00,204.19,91,4.510699052992815,1.7609878105613013,2.579083078282907,1.9424529254415501,0.8963789449230389,0.5718147992617006,0.4302884760050796,0.9482031392350544,-0.02685610023483526,2.0546663950052175,3.4730385870666867,1.0547309529697169,49,0.03625921478721316,1.0734660971799792
2023-04-23 00:27:00,213.43,92,4.521629298030334,1.7197859696029658,2.5765901728459357,1.9370824720540034,0.891517328529638,0.5678327290591443,0.3622103537296024,0.9494119472075632,-0.026665430403275084,2.0547161036135857,3.485392872799529,1.0548796243054417,49,0.03663546980646862,1.0917116773220088
2023-04-23 00:28:00,205.79,93,4.532441436775329,1.6894806201076367,2.575261327948232,1.9314554646367945,0.8951600032302569,0.5821702562090865,0.3622103537296024,0.946920815561299,-0.028070522770406614,2.0572574573636304,3.465399843512462,1.0550226219663743,49,0.037351168300575895,1.0927559369734359
2023-04-23 00:29:00,203.91,94,4.543137814540602,1.6691571471357227,2.5761606360557776,1.9260625732857657,0.8989879925692285,0.5774745092881961,0.3622103537296024,0.9464301524588232,-0.028846798299248924,2.054187072865574,3.4730876025310455,1.0543371023910968,49,0.03958224851370068,1.0868645511450035
2023-04-23 00:30:00,207.08,95,4.553721560244344,1.6977305195797787,2.578318230322162,1.9270843706104106,0.899713876190328,0.5670395104025827,0.34166645906156423,0.9579966505806167,-0.031058124586874538,2.055462526825834,3.469834750920167,1.0544806897971737,50,0.04031067066510993,1.1038268983621227
2023-04-23 00:31:00,203.83,96,4.56419206939691,1.7117167615545186,2.5784737976461685,1.9281945316386035,0.8944661778366175,0.5610917904549484,0.4845680710087326,0.9614067891786426,-0.029559385538911655,2.0548669066609735,3.477258023303637,1.0538167157875855,50,0.04172793159028417,1.107789391200964
2023-04-23 00:32:00,208.62,97,4.574556461281123,1.7117167615545186,2.5798008177595864,1.9285953876660638,0.899367331506824,0.5667114194522607,0.37810649124336565,0.9543870419143301,-0.029532000372136397,2.0539268151092394,3.4879678770319074,1.053960676970452,51,0.0425208315535687,1.1055055464091286
2023-04-23 00:33:00,207.64,98,4.584809810761271,1.7255100836868544,2.580255769782077,1.940322331436787,0.8978560091425012,0.5751805526161884,0.3591384664141646,0.9555895393716526,-0.034577921665324585,2.0580450283226606,3.5080466638519114,1.0533170753848373,51,0.016810324437433324,1.111813502475959
2023-04-23 00:34:00,207.57,99,4.594963609441209,1.7255100836868544,2.5782239875518895,2.0524766726487953,0.9013761743242323,0.5693305809576992,0.35991807268430837,0.9687514480313448,-0.038297180064815056,2.0574541961312223,3.53648834963143,1.0534612208339957,52,0.016873371426694733,1.0965293775416085
2023-04-23 00:35:00,203.54,100,4.6050154885302215,1.739115735742633,2.577203715295576,2.0482503916079797,0.9034194332408465,0.5816969828437295,0.35991807268430837,0.9074599659188199,-0.036785345751363246,2.0634200324337595,3.5269675476181193,1.0536003777736263,52,-0.009468151703908316,1.1063751608231702
2023-04-23 00:36:00,202.54,101,4.614963812132791,1.7657839828247943,2.5747754103155382,2.061246061232483,0.9030117831541721,0.5758980893282417,0.4323744472394369,0.907295246600453,-0.0372227000662241,2.0624257845564604,3.5457293855339413,1.053734735782875,53,0.015655419951061185,1.113307856356397
2023-04-23 00:37:00,202.25,102,4.624816638516092,1.7657839828247943,2.575854381449572,2.0594631411686857,0.8978748199848783,0.5891200289085283,0.3683476535701341,0.9137835743411654,-0.042135493618765264,2.0667528720370263,3.5802456784813526,1.0538644756867184,53,0.01580457910468451,1.101346350121199
