date,station,metric,index,lag_hours
2024-05-10,SOPB,permutation_entropy,2024-05-10 18:34:00,1.2
2024-05-10,SOPB,shannon_entropy,2024-05-10 02:38:00,-14.733333333333333
2024-05-10,SOPB,spectral_entropy,2024-05-10 18:50:00,1.4666666666666666
2024-05-10,SOPB,app_entropy,2024-05-10 02:18:00,-15.066666666666666
2024-05-10,SOPB,hurst,2024-05-10 01:37:00,-15.75
2024-05-10,SOPB,dfa,2024-05-10 05:13:00,-12.15
2024-05-10,SOPB,mfhurst_b,2024-05-10 02:20:00,-15.033333333333333
2024-05-10,SOPB,higuchi_fd,2024-05-10 02:05:00,-15.283333333333333
2024-05-10,SOPB,katz_fd,2024-05-10 01:22:00,-16.0
2024-05-10,SOPB,petrosian_fd,2024-05-10 19:28:00,2.1
2024-05-10,SOPB,lepel_ziv,2024-05-10 01:15:00,-16.116666666666667
2024-05-10,SOPB,corr_dim,2024-05-10 02:32:00,-14.833333333333334
2024-05-10,SOPB,value,2024-05-10 01:48:00,-15.566666666666666
2024-05-10,CALG,entropy,2024-05-10 21:58:00,3.6666666666666665
2024-05-10,CALG,sampen,2024-05-10 01:06:00,-17.2
2024-05-10,CALG,permutation_entropy,2024-05-10 17:30:00,-0.8
2024-05-10,CALG,shannon_entropy,2024-05-10 01:45:00,-16.55
2024-05-10,CALG,spectral_entropy,2024-05-10 15:46:00,-2.533333333333333
2024-05-10,CALG,app_entropy,2024-05-10 01:10:00,-17.133333333333333
2024-05-10,CALG,hurst,2024-05-10 02:18:00,-16.0
2024-05-10,CALG,dfa,2024-05-10 05:47:00,-12.516666666666667
2024-05-10,CALG,mfhurst_b,2024-05-10 01:06:00,-17.2
2024-05-10,CALG,higuchi_fd,2024-05-10 01:50:00,-16.466666666666665
2024-05-10,CALG,katz_fd,2024-05-10 01:09:00,-17.15
2024-05-10,CALG,petrosian_fd,2024-05-10 19:25:00,1.1166666666666667
2024-05-10,CALG,lepel_ziv,2024-05-10 01:33:00,-16.75
2024-05-10,CALG,corr_dim,2024-05-10 05:47:00,-12.516666666666667
2024-05-10,CALG,value,2024-05-10 01:24:00,-16.9
2024-05-10,DOMC,entropy,2024-05-10 01:07:00,-16.716666666666665
2024-05-10,DOMC,sampen,2024-05-10 01:17:00,-16.55
2024-05-10,DOMC,permutation_entropy,2024-05-10 01:19:00,-16.516666666666666
2024-05-10,DOMC,shannon_entropy,2024-05-10 02:50:00,-15.0
2024-05-10,DOMC,spectral_entropy,2024-05-10 21:37:00,3.783333333333333
2024-05-10,DOMC,app_entropy,2024-05-10 01:31:00,-16.316666666666666
2024-05-10,DOMC,hurst,2024-05-10 02:23:00,-15.45
2024-05-10,DOMC,dfa,2024-05-10 01:08:00,-16.7
2024-05-10,DOMC,mfhurst_b,2024-05-10 01:07:00,-16.716666666666665
2024-05-10,DOMC,higuchi_fd,2024-05-10 01:31:00,-16.316666666666666
2024-05-10,DOMC,katz_fd,2024-05-10 01:07:00,-16.716666666666665
2024-05-10,DOMC,petrosian_fd,2024-05-10 01:13:00,-16.616666666666667
2024-05-10,DOMC,lepel_ziv,2024-05-10 01:08:00,-16.7
2024-05-10,DOMC,corr_dim,2024-05-10 02:52:00,-14.966666666666667
2024-05-10,DOMC,value,2024-05-10 01:17:00,-16.55
2024-05-10,KIEL2,entropy,2024-05-10 22:17:00,4.366666666666666
2024-05-10,KIEL2,sampen,2024-05-10 01:06:00,-16.816666666666666
2024-05-10,KIEL2,permutation_entropy,2024-05-10 03:19:00,-14.6
2024-05-10,KIEL2,shannon_entropy,2024-05-10 01:22:00,-16.55
2024-05-10,KIEL2,spectral_entropy,2024-05-10 03:30:00,-14.416666666666666
2024-05-10,KIEL2,app_entropy,2024-05-10 03:33:00,-14.366666666666667
2024-05-10,KIEL2,hurst,2024-05-10 02:32:00,-15.383333333333333
2024-05-10,KIEL2,dfa,2024-05-10 05:14:00,-12.683333333333334
2024-05-10,KIEL2,mfhurst_b,2024-05-10 01:09:00,-16.766666666666666
2024-05-10,KIEL2,higuchi_fd,2024-05-10 02:19:00,-15.6
2024-05-10,KIEL2,katz_fd,2024-05-10 01:06:00,-16.816666666666666
2024-05-10,KIEL2,petrosian_fd,2024-05-10 09:28:00,-8.45
2024-05-10,KIEL2,lepel_ziv,2024-05-10 01:50:00,-16.083333333333332
2024-05-10,KIEL2,corr_dim,2024-05-10 04:30:00,-13.416666666666666
2024-05-10,KIEL2,value,2024-05-10 01:08:00,-16.783333333333335
2024-05-10,LMKS,entropy,2024-05-10 22:26:00,4.0
2024-05-10,LMKS,sampen,2024-05-10 02:49:00,-15.616666666666667
2024-05-10,LMKS,permutation_entropy,2024-05-10 08:10:00,-10.266666666666667
2024-05-10,LMKS,shannon_entropy,2024-05-10 01:06:00,-17.333333333333332
2024-05-10,LMKS,spectral_entropy,2024-05-10 08:48:00,-9.633333333333333
2024-05-10,LMKS,app_entropy,2024-05-10 05:20:00,-13.1
2024-05-10,LMKS,hurst,2024-05-10 07:14:00,-11.2
2024-05-10,LMKS,dfa,2024-05-10 07:56:00,-10.5
2024-05-10,LMKS,mfhurst_b,2024-05-10 01:06:00,-17.333333333333332
2024-05-10,LMKS,higuchi_fd,2024-05-10 02:38:00,-15.8
2024-05-10,LMKS,katz_fd,2024-05-10 02:27:00,-15.983333333333333
2024-05-10,LMKS,petrosian_fd,2024-05-10 21:39:00,3.216666666666667
2024-05-10,LMKS,lepel_ziv,2024-05-10 01:13:00,-17.216666666666665
2024-05-10,LMKS,corr_dim,2024-05-10 03:34:00,-14.866666666666667
2024-05-10,LMKS,value,2024-05-10 01:22:00,-17.066666666666666
2024-05-10,INVK,entropy,2024-05-10 22:28:00,4.366666666666666
2024-05-10,INVK,sampen,2024-05-10 01:12:00,-16.9
2024-05-10,INVK,permutation_entropy,2024-05-10 05:29:00,-12.616666666666667
2024-05-10,INVK,shannon_entropy,2024-05-10 04:38:00,-13.466666666666667
2024-05-10,INVK,spectral_entropy,2024-05-10 20:54:00,2.8
2024-05-10,INVK,app_entropy,2024-05-10 01:10:00,-16.933333333333334
2024-05-10,INVK,hurst,2024-05-10 01:38:00,-16.466666666666665
2024-05-10,INVK,dfa,2024-05-10 08:02:00,-10.066666666666666
2024-05-10,INVK,mfhurst_b,2024-05-10 01:09:00,-16.95
2024-05-10,INVK,higuchi_fd,2024-05-10 01:11:00,-16.916666666666668
2024-05-10,INVK,katz_fd,2024-05-10 01:09:00,-16.95
2024-05-10,INVK,petrosian_fd,2024-05-10 04:12:00,-13.9
2024-05-10,INVK,lepel_ziv,2024-05-10 01:14:00,-16.866666666666667
2024-05-10,INVK,corr_dim,2024-05-10 01:28:00,-16.633333333333333
2024-05-10,INVK,value,2024-05-10 01:24:00,-16.7
2024-05-10,IRK3,entropy,2024-05-10 22:17:00,3.95
2024-05-10,IRK3,sampen,2024-05-10 01:10:00,-17.166666666666668
2024-05-10,IRK3,permutation_entropy,2024-05-10 12:43:00,-5.616666666666666
2024-05-10,IRK3,shannon_entropy,2024-05-10 01:56:00,-16.4
2024-05-10,IRK3,spectral_entropy,2024-05-10 01:06:00,-17.233333333333334
2024-05-10,IRK3,app_entropy,2024-05-10 01:29:00,-16.85
2024-05-10,IRK3,hurst,2024-05-10 01:51:00,-16.483333333333334
2024-05-10,IRK3,dfa,2024-05-10 04:41:00,-13.65
2024-05-10,IRK3,mfhurst_b,2024-05-10 02:32:00,-15.8
2024-05-10,IRK3,higuchi_fd,2024-05-10 01:06:00,-17.233333333333334
2024-05-10,IRK3,katz_fd,2024-05-10 02:02:00,-16.3
2024-05-10,IRK3,petrosian_fd,2024-05-10 21:48:00,3.466666666666667
2024-05-10,IRK3,lepel_ziv,2024-05-10 01:25:00,-16.916666666666668
2024-05-10,IRK3,corr_dim,2024-05-10 02:23:00,-15.95
2024-05-10,IRK3,value,2024-05-10 01:52:00,-16.466666666666665
2024-05-10,APTY,entropy,2024-05-10 22:17:00,4.266666666666667
2024-05-10,APTY,sampen,2024-05-10 01:24:00,-16.616666666666667
2024-05-10,APTY,permutation_entropy,2024-05-10 01:27:00,-16.566666666666666
2024-05-10,APTY,shannon_entropy,2024-05-10 01:19:00,-16.7
2024-05-10,APTY,spectral_entropy,2024-05-10 19:05:00,1.0666666666666667
2024-05-10,APTY,app_entropy,2024-05-10 03:00:00,-15.016666666666667
2024-05-10,APTY,hurst,2024-05-10 01:39:00,-16.366666666666667
2024-05-10,APTY,dfa,2024-05-10 08:22:00,-9.65
2024-05-10,APTY,mfhurst_b,2024-05-10 01:11:00,-16.833333333333332
2024-05-10,APTY,higuchi_fd,2024-05-10 02:49:00,-15.2
2024-05-10,APTY,katz_fd,2024-05-10 01:07:00,-16.9
2024-05-10,APTY,petrosian_fd,2024-05-10 13:36:00,-4.416666666666667
2024-05-10,APTY,lepel_ziv,2024-05-10 01:25:00,-16.6
2024-05-10,APTY,corr_dim,2024-05-10 01:21:00,-16.666666666666668
2024-05-10,APTY,value,2024-05-10 01:22:00,-16.65
