datetime_i,value_i,window_shape,entropy,sampen,permutation_entropy,shannon_entropy,spectral_entropy,app_entropy,hurst,dfa,mfhurst_b,higuchi_fd,katz_fd,petrosian_fd,lepel_ziv,lyap_r,corr_dim
2024-03-23 00:00:00,267.76,65,4.174347509009181,2.833213344056216,2.5599718944810537,1.9577594805592102,0.8605601237523198,0.30535157594538065,0.6336208424627262,0.783472222024149,-0.03206245511229089,2.0189620662880974,6.8785781690859364,1.0608987879077723,32,-0.011870383276058669,0.7892468986588612
2024-03-23 00:02:00,266.16,66,4.189615568984329,2.890371757896165,2.5566160600723635,1.94809608899547,0.8576112562814382,0.30066103699436564,0.6321627977949735,0.7740349617840445,-0.025260276088539858,2.016108772330594,6.878068510484294,1.0610769921697576,33,-0.005415360369264674,0.8005607505094993
2024-03-23 00:04:00,262.725,67,4.204653800965395,2.890371757896165,2.557582597466834,1.949732022933797,0.8568280397797642,0.31275805911127863,0.9669704612316259,0.7817260603530904,-0.02205369077843026,2.0051057491495916,6.802876188795513,1.0599885543526868,33,-0.003422647169702956,0.8117618415226441
2024-03-23 00:06:00,269.81,68,4.219464588602015,2.995732273553991,2.556866222159227,1.9800618739441727,0.8499976562348954,0.3244937718322256,0.6321627977949735,0.7814021103645239,-0.006654113033053476,2.005219362801681,4.583738293212189,1.0589357969981195,33,-0.00496132299463545,0.8491765246352436
2024-03-23 00:08:00,267.555,69,4.234064009602171,2.995732273553991,2.551503649555231,1.9729038515092179,0.8556732824366926,0.31972806120877717,0.6321627977949735,0.7952300165615142,-0.016003450619390354,2.0067792153450323,4.716000777220263,1.059130932755784,34,-0.00245456777346515,0.8340584750075978
2024-03-23 00:10:00,265.35,70,4.248453263595783,2.995732273553991,2.555592441597941,1.965263951246586,0.8512311430208741,0.33102222323228325,0.6323500405695197,0.7822774104391373,-0.01990230031524325,2.01935789146469,4.677189941151785,1.0581244929020257,34,0.0023946181180426584,0.8468099956677262
2024-03-23 00:12:00,265.915,71,4.262637299722946,3.044522437723423,2.5577758476115062,1.9763671661415265,0.8532360480415953,0.32629906286566257,0.6323500405695197,0.878827117011749,-0.02133197854980798,2.0158433017048045,4.737446359160743,1.0583213092014823,34,0.008854964724269658,0.8592574423278091
2024-03-23 00:14:00,272.225,72,4.276624116298256,3.044522437723423,2.5645547448666726,1.969285427807664,0.8511597620348439,0.321708788102546,0.9647702337837838,0.8845819225898489,-0.01930928954164772,2.028532647283215,4.759268896971636,1.0585080572732517,35,0.01973961185983361,0.8557459635389274
2024-03-23 00:16:00,269.975,73,4.290416978253567,3.044522437723423,2.562025547413797,1.97765427648809,0.8522189493193373,0.31724586874993177,0.6274465077430614,0.9410706498142085,-0.01395943181850853,2.029981706206321,4.777204350310941,1.058685277393713,35,0.021617652800982053,0.8802003947462163
2024-03-23 00:18:00,267.8,74,4.3040231777907945,3.044522437723423,2.5570795474933536,1.9703239876179897,0.8477745412056453,0.3129050772720392,0.8968096680815552,0.9403307582499063,-0.013994953859108376,2.0315357023172407,4.818333832906875,1.0588534750564018,35,0.023177421621547675,0.877254135903047
2024-03-23 00:20:00,269.055,75,4.317446592765994,3.044522437723423,2.5538620560081493,2.067864346447372,0.848547045504073,0.3328944341656066,0.6356928370219417,0.9347727219866122,-0.012745577643956608,2.028790684107472,4.808563584388472,1.0590131236185103,36,0.023347653337995367,0.8980891113050213
2024-03-23 00:22:00,267.965,76,4.330691727108945,3.1354942159291497,2.5538935137799403,2.0729360145009466,0.8482166934930753,0.3469444112363065,0.6356928370219417,0.9046121793409669,-0.01214026165586977,2.0282042152866895,4.785973192274535,1.058093124170798,36,0.024439483942162856,0.8945841966549296
2024-03-23 00:24:00,267.635,77,4.343764300061317,3.1780538303479458,2.5488413926547815,2.0631181169082113,0.8508813969316886,0.3423838147026279,0.6353406816936449,0.9391673222875404,-0.012792335758983486,2.021749716588277,4.777775588584521,1.0582551599933303,37,0.025112673071897317,0.9130562948125696
2024-03-23 00:26:00,267.37,78,4.356668206237488,3.1780538303479458,2.55275956351965,2.0531077335807137,0.8503205287965809,0.34541382109293073,0.677339673610261,0.9377619000636555,-0.0107297750385398,2.019390973583275,4.7286728448956765,1.0573714602930167,37,0.02571171385697316,0.9333299124299522
2024-03-23 00:28:00,268.89,79,4.369407738635723,3.2188758248682006,2.555116847216165,2.0429374948090464,0.8560486331124331,0.36817242764419644,0.677339673610261,0.9416888149226745,-0.0060530575027388485,2.012270691428278,4.682701672529183,1.056512507080988,37,0.0257306131312466,0.9374724500469388
