datetime,value,window_shape,entropy,sampen,permutation_entropy,shannon_entropy,spectral_entropy,app_entropy,hurst,dfa,mfhurst_b,higuchi_fd,katz_fd,petrosian_fd,lepel_ziv,corr_dim
2024-03-23 16:30:00,406.239,65,4.174360925794225,2.3978952727983707,2.5705739192428223,2.016270361991815,0.8893508533623016,0.37632569343083544,0.49689546838915194,0.8528963699632489,0.002313289629395986,2.0190908540859502,4.80970761483306,1.0622029128558113,31,0.7960801616928176
2024-03-23 16:32:00,405.092,66,4.189628458215775,2.4423470353692043,2.5732432155610976,2.020739389878436,0.8981559785122475,0.3874502620827256,0.4941041990798661,0.8376178964767578,0.0023840274018442713,2.010066363922035,4.788833024422413,1.0610769921697576,32,0.8112023870035915
2024-03-23 16:34:00,405.756,67,4.204666715594198,2.4849066497880004,2.5700816510089153,2.018134256516206,0.9018984283019086,0.40259616436933854,0.49776956464130073,0.854423782692336,0.0010018105452509766,2.0037721774597372,4.805946537119636,1.0612445947535032,32,0.7947107691642806
2024-03-23 16:36:00,404.456,68,4.2194821788499635,2.120263536200091,2.5656690723244786,2.0132595851444464,0.9000282778868092,0.38593965486693804,0.49776956464130073,0.8554554590500728,0.007395166095194179,2.002354406825507,4.747314179302961,1.0614022178511322,33,0.8125385738296971
2024-03-23 16:38:00,405.677,69,4.234076028885151,1.6094379124341003,2.567129191049131,1.7941291307969485,0.8914585383891024,0.4400646247841511,0.44616026474472115,0.8537908105465716,0.005651576842650522,1.9990395497253013,4.07415426773015,1.0603420620348813,33,0.8804320046417189
2024-03-23 16:40:00,403.99,70,4.248465194404314,1.8562979903656263,2.56886303512511,1.9228780600306674,0.88855100738101,0.4337105007654358,0.4547222137418963,0.8510613934305975,0.00040832571569371124,2.006903747454827,4.215173253998295,1.0605040378686121,34,0.8657181513385097
2024-03-23 16:42:00,402.758,71,4.262649674328617,1.8562979903656263,2.5729484748592064,1.7954149844301583,0.8817224539530495,0.4275372483858422,0.4547222137418963,0.8782354801087605,-0.005606304338032568,2.0216795999882504,4.241656626804828,1.059490404856938,34,0.8367539618789805
2024-03-23 16:44:00,407.107,72,4.2766339837254295,1.6650077635889111,2.5751514511086078,1.8436687943578316,0.8885502265119639,0.4460983562586125,0.5090249741301478,0.8703484569159526,-0.010814629292095078,2.0229147754557513,4.393671624477493,1.0596558623889258,35,0.8997461328413432
2024-03-23 16:46:00,398.527,73,4.290426689181426,1.6650077635889111,2.5724730042720436,1.8462589328017254,0.8799609752538725,0.4399302444466837,0.43491251164783673,0.9944457546478572,-0.012843318268954665,2.0393821404115857,4.571272389008278,1.0598124872889767,36,0.9056311755966964
2024-03-23 16:48:00,399.736,74,4.304032603507633,1.6650077635889111,2.5687187207917757,1.844212416489032,0.8846918419423421,0.45292069701872384,0.43491251164783673,1.000407819235169,-0.02199165271523465,2.0544742971725625,4.6497834033537755,1.0599607527765842,36,0.9042147029447487
2024-03-23 16:50:00,409.395,75,4.317456017790956,1.6916760106710724,2.5699251833939583,1.8389392752683702,0.8729661966676442,0.4819971132399523,0.4431624156673668,0.861896119797419,-0.02626334116428219,2.05898883580405,4.616610877669452,1.060101101860099,37,0.8871693566236388
2024-03-23 16:52:00,399.503,76,4.330701600677543,1.6341305250244718,2.565543967299835,1.9620316288882194,0.8783481190509721,0.48306852357403995,0.4431624156673668,0.9285515681372276,-0.026321100433411872,2.0561627265272793,4.57093177053247,1.0602339496111617,37,0.9288580049132915
2024-03-23 16:54:00,409.685,77,4.343773371535133,1.6817585740137264,2.567284054762573,1.9707574047179133,0.8758272619873219,0.5018640218128065,0.4457431640982618,0.9625132846836415,-0.029863855365681893,2.052806402473244,4.574617044922336,1.0593085204619632,37,0.9192673714295357
2024-03-23 16:56:00,398.82,78,4.356677018273241,1.7272209480904839,2.5648289910051725,1.8350554006124433,0.8710100998572101,0.4953713940948945,0.43725204676513496,0.960694347128928,-0.033236286805584506,2.0509700323169846,4.636325762158974,1.059445075474377,38,0.9180298990672406
2024-03-23 16:58:00,403.157,79,4.369416029045263,1.7272209480904839,2.5602624367134053,1.8385643465438306,0.8723986382013769,0.4890446008821794,0.43701682742199777,0.9342792725006539,-0.03509434381571516,2.045022916655652,4.680454968473982,1.0595746987089905,38,0.9189819431242285
2024-03-23 17:00:00,400.693,80,4.381994923634157,1.7272209480904839,2.5572099487026665,1.8435355617923896,0.8639414250828644,0.48287736907979273,0.4191307142893779,0.933825198479786,-0.026576435413193485,2.0405165007669734,4.735325175405783,1.0596977351562835,39,0.8922183224161675
2024-03-23 17:02:00,399.453,81,4.394417796796625,1.7272209480904839,2.5522519026435178,1.965673993549145,0.8679143534284398,0.4747400000669906,0.4191307142893779,0.9142281408456799,-0.030498830735058796,2.038080131568845,4.749554206367887,1.059814509391538,39,0.9257720516859927
2024-03-23 17:04:00,408.387,82,4.40668660902754,1.749199854809259,2.5537162808331924,1.8817242387589252,0.8669942190820219,0.48310704340975485,0.40382139516614673,0.9013448914948232,-0.02735986224948279,2.037700052608802,4.798420654044808,1.0589550212187435,40,0.9422015978868765
2024-03-23 17:06:00,407.186,83,4.418808350815798,1.749199854809259,2.550420207506978,1.9860660330348412,0.8643913830977056,0.4772362161866006,0.39881457651842755,0.7183565327357028,-0.02741659950614737,2.035819266788598,4.872732314599682,1.0590753606900984,41,0.9295248469960058
2024-03-23 17:08:00,404.114,84,4.430784710741697,1.749199854809259,2.5454082710198414,1.8743421938377367,0.8647061672517724,0.48332357535857184,0.36113645163254954,0.7144055620010578,-0.02499724572651609,2.0440788345135403,4.873249630842345,1.0591898743492847,41,0.9388939761708457
2024-03-23 17:10:00,404.626,85,4.442619385187416,1.6529230243738393,2.547546027946489,1.872244981669472,0.8673730989530432,0.47739014581298633,0.3913921641133264,0.7086743320459732,-0.02415146704459483,2.0412925808087734,4.82766324768666,1.0592988354989108,41,0.944034055612352
2024-03-23 17:12:00,402.897,86,4.4543151332540845,1.6739764335716716,2.5512727241373345,1.8748643842696309,0.8698142760407417,0.4717947106806193,0.36113645163254954,0.7094474275138145,-0.020031363762793287,2.038710787934708,4.81614924524386,1.059402502207994,42,0.957135439795061
2024-03-23 17:14:00,402.12,87,4.465875776510941,1.6739764335716716,2.5523908507394424,1.8765108516742686,0.8645348315183934,0.4663289155217072,0.4043746143563931,0.7236387783536377,-0.015072269153651842,2.0283551677236136,4.773521399897547,1.0595011183137266,42,0.9555462337077238
2024-03-23 17:16:00,402.855,88,4.477304643999234,1.6739764335716716,2.557898776620834,1.874146251746314,0.8730262781091725,0.4769227247069594,0.3647471235567503,0.7235428144797977,-0.019350828425241568,2.023252507164089,4.829179197935328,1.058708006907153,43,0.9475954562620218
2024-03-23 17:18:00,405.319,89,4.488604088205506,1.589235205116581,2.5532031135808224,1.8750832082720217,0.8680567783513526,0.4713409045859489,0.4265414129273367,0.7303989441834704,-0.017906582207516925,2.0238878270133296,4.880643503196177,1.0588101022502072,43,0.9531526676146609
2024-03-23 17:20:00,403.327,90,4.499777487287819,1.6094379124341003,2.5536611267892386,1.8730381296294911,0.8712756661853694,0.47840912679062697,0.35739884753762974,0.7301581084092083,-0.013296162788181272,2.025994446197305,4.847902290930478,1.0589074631579116,43,0.9597096752543663
2024-03-23 17:22:00,404.212,91,4.510827284823173,1.62924053973028,2.5580524704464795,1.8772301834730678,0.8738840263953715,0.48851629538637553,0.3720734070425197,0.7354933141014227,-0.015546541592917006,2.0189125676998074,4.899895838827994,1.0581495489224069,44,0.9594128935240939
2024-03-23 17:24:00,399.843,92,4.521756375455396,1.6486586255873816,2.561188965069085,1.8776284752599337,0.8731355315778508,0.48316689471941254,0.3610832104104022,0.7318806473490007,-0.01775741400353317,2.022513550264248,4.957506306482464,1.058250013472264,44,0.9631749462380024
2024-03-23 17:26:00,409.125,93,4.532567277077569,1.6486586255873816,2.563211954633583,1.877366377384252,0.8798190411392705,0.4898748122524754,0.3776040879404033,0.7117431117493775,-0.017516864086828066,2.0289162854326066,4.913620953105947,1.0575174189884617,45,0.972988794009681
2024-03-23 17:28:00,401.889,94,4.543261656017319,1.7047480922384253,2.5642422341902016,1.9015610149547135,0.8768138128058001,0.4964380801327697,0.3661080036544885,0.7128722171451429,-0.017777356568571906,2.022270999553677,4.913843623721043,1.056801908362296,45,0.9664582880614321
2024-03-23 17:30:00,402.617,95,4.553843752770282,1.7047480922384253,2.5643840210261084,1.9005754108959028,0.8841581573802331,0.49117396261801494,0.3661080036544885,0.72558124805725,-0.013512119483355725,2.025315980641692,4.911984209606878,1.0569118523439016,46,0.9781715680966353
2024-03-23 17:32:00,405.347,96,4.564315327355044,1.6863989535702288,2.567990747371263,1.8984554262582953,0.8828988675535432,0.49937305865607495,0.356581835988497,0.7291210521024567,-0.01588965104463031,2.0249441694438355,4.895498128016895,1.0562192959339476,46,0.9325271830402743
2024-03-23 17:34:00,407.904,97,4.5746778407330595,1.7578579175523736,2.570513772775459,1.8970933212535361,0.8842492313835605,0.5200717790841791,0.356581835988497,0.741546222535902,-0.012395326784058577,2.0229850827719624,4.896219298147299,1.0563311488325466,46,0.9914840465705199
2024-03-23 17:36:00,405.013,98,4.584933740617346,1.8082887711792657,2.571065464849868,1.9151873229754743,0.888612284838099,0.5248374377457501,0.3989200623672083,0.7441545432328114,-0.008841981584245642,2.022708876051485,4.87004348310076,1.0556602792480714,47,0.9642165491114159
2024-03-23 17:38:00,405.842,99,4.595086444748681,1.7749523509116738,2.569955139420638,1.9112166376112498,0.8889137893021267,0.5094885965834082,0.36886762310647936,0.7570434132994188,-0.008614133197298932,2.0237462764149936,4.915535010025822,1.0557737513950833,48,0.9895951072897411
2024-03-23 17:40:00,401.294,100,4.60513635231674,1.8082887711792657,2.5666894242278997,1.9256125998052323,0.8880369512155317,0.5142642602967755,0.3633686548973677,0.7306226692181498,-0.007368760205889972,2.022141263747473,4.9540908578306935,1.0558829617885503,48,0.9616858530600032
2024-03-23 17:42:00,406.691,101,4.615087000573975,1.791759469228055,2.566802383208781,1.9213661444573644,0.8932439202719379,0.5091358253013594,0.3965086481240633,0.7168960478011991,-0.009636720212697293,2.0249254151584326,4.972835811814766,1.0559880753752149,49,0.9863556696655641
2024-03-23 17:44:00,405.761,102,4.624939605594261,1.7749523509116738,2.563239197955939,1.9192194743352042,0.892491300360942,0.5160291849840202,0.4010317962608004,0.7067787321897974,-0.008779284971084132,2.024653535958885,4.931503554445012,1.056089249426471,49,1.0092751366154906
2024-03-23 17:46:00,401.63,103,4.634696100450268,1.7129785913749407,2.5620365133325365,1.9148866043967714,0.8926346861984173,0.5180725910782717,0.3718270851884165,0.71445637922463,-0.006432032711749738,2.020172017065864,4.897892297377346,1.056186633962101,49,1.0338746689006164
2024-03-23 17:48:00,402.273,104,4.644358318625132,1.550597412411167,2.5582282704946735,2.0021742263498195,0.8925055975402088,0.5198704683372748,0.5093058682459215,0.7181522006181175,-0.0029881198857906062,2.0190640582900166,4.861718257658212,1.0562803721468774,50,1.0456369645182026
2024-03-23 17:50:00,402.87,105,4.653928074847702,1.4759065198095778,2.5581521483934933,1.9969209438368012,0.8954930154976782,0.5234932830355943,0.40197195231992283,0.7193928170469559,0.002543409520197112,2.014748531366452,4.824735901696624,1.056370600662005,50,1.0392972744152946
2024-03-23 17:52:00,400.86,106,4.663407083587178,1.5314763709643884,2.5608217081347173,1.9914791692957527,0.893829645580233,0.527320280424779,0.37044480891773124,0.7115931080165736,0.003931773031352321,2.0095307533739053,4.797298850420382,1.056457450053221,50,1.0670443177907032
2024-03-23 17:54:00,403.861,107,4.6727969318826,1.5712166996139025,2.5617965525049917,1.9897464342403675,0.8953163860373259,0.5355649165999457,0.39890759379154495,0.7208466277831426,0.00234861388301107,2.006726088717183,4.779463330126962,1.0558450392364942,51,1.081610232088191
